datetime,height_m,type
2028-04-11 19:20:00,0.50,LW
2028-04-12 01:34:00,4.92,HW
2028-04-12 07:49:00,0.49,LW
2028-04-12 13:58:00,4.71,HW
2028-04-12 20:02:00,0.57,LW
2028-04-13 02:18:00,4.80,HW
2028-04-13 08:25:00,0.70,LW
2028-04-13 14:34:00,4.57,HW
2028-04-13 20:41:00,0.69,LW
2028-04-14 02:59:00,4.61,HW
2028-04-14 09:00:00,0.94,LW
2028-04-14 15:08:00,4.41,HW
2028-04-14 21:20:00,0.85,LW
2028-04-15 03:42:00,4.37,HW
2028-04-15 09:38:00,1.19,LW
2028-04-15 15:48:00,4.21,HW
2028-04-15 22:06:00,1.03,LW
2028-04-16 04:32:00,4.10,HW
2028-04-16 10:27:00,1.45,LW
2028-04-16 16:37:00,3.97,HW
2028-04-16 23:10:00,1.22,LW
2028-04-17 05:38:00,3.85,HW
2028-04-17 11:37:00,1.66,LW
2028-04-17 17:51:00,3.77,HW
2028-04-18 00:38:00,1.32,LW
2028-04-18 07:03:00,3.76,HW
2028-04-18 13:10:00,1.72,LW
2028-04-18 19:21:00,3.75,HW
2028-04-19 01:58:00,1.25,LW
2028-04-19 08:19:00,3.87,HW
2028-04-19 14:28:00,1.58,LW
2028-04-19 20:29:00,3.89,HW
2028-04-20 03:04:00,1.10,LW
2028-04-20 09:21:00,4.06,HW
2028-04-20 15:26:00,1.37,LW
2028-04-20 21:23:00,4.09,HW
2028-04-21 03:55:00,0.94,LW
2028-04-21 10:08:00,4.24,HW
2028-04-21 16:10:00,1.18,LW
2028-04-21 22:08:00,4.27,HW
2028-04-22 04:36:00,0.84,LW
2028-04-22 10:46:00,4.37,HW
2028-04-22 16:47:00,1.03,LW
2028-04-22 22:46:00,4.41,HW
2028-04-23 05:09:00,0.77,LW
2028-04-23 11:18:00,4.47,HW
2028-04-23 17:21:00,0.92,LW
2028-04-23 23:20:00,4.51,HW
2028-04-24 05:41:00,0.73,LW
2028-04-24 11:48:00,4.55,HW
2028-04-24 17:54:00,0.82,LW
2028-04-24 23:54:00,4.59,HW
2028-04-25 06:12:00,0.70,LW
2028-04-25 12:19:00,4.62,HW
2028-04-25 18:28:00,0.74,LW
2028-04-26 00:29:00,4.64,HW
2028-04-26 06:45:00,0.68,LW
2028-04-26 12:52:00,4.64,HW
2028-04-26 19:03:00,0.70,LW
2028-04-27 01:06:00,4.64,HW
2028-04-27 07:18:00,0.70,LW
2028-04-27 13:27:00,4.61,HW
2028-04-27 19:39:00,0.69,LW
2028-04-28 01:44:00,4.60,HW
2028-04-28 07:53:00,0.76,LW
2028-04-28 14:01:00,4.54,HW
2028-04-28 20:17:00,0.72,LW
2028-04-29 02:23:00,4.51,HW
2028-04-29 08:30:00,0.87,LW
2028-04-29 14:37:00,4.43,HW
2028-04-29 20:57:00,0.79,LW
2028-04-30 03:06:00,4.41,HW
2028-04-30 09:12:00,1.01,LW
2028-04-30 15:20:00,4.32,HW
2028-04-30 21:45:00,0.87,LW
2028-05-01 04:00:00,4.28,HW
2028-05-01 10:04:00,1.18,LW
2028-05-01 16:15:00,4.19,HW
2028-05-01 22:46:00,0.95,LW
2028-05-02 05:06:00,4.17,HW
2028-05-02 11:09:00,1.33,LW
2028-05-02 17:23:00,4.08,HW
2028-05-03 00:07:00,0.98,LW
2028-05-03 06:24:00,4.13,HW
2028-05-03 12:33:00,1.39,LW
2028-05-03 18:46:00,4.08,HW
2028-05-04 01:32:00,0.89,LW
2028-05-04 07:45:00,4.22,HW
2028-05-04 13:58:00,1.28,LW
2028-05-04 20:02:00,4.22,HW
2028-05-05 02:43:00,0.72,LW
2028-05-05 08:56:00,4.39,HW
2028-05-05 15:04:00,1.10,LW
2028-05-05 21:06:00,4.40,HW
2028-05-06 03:44:00,0.59,LW
2028-05-06 09:56:00,4.53,HW
2028-05-06 15:58:00,0.93,LW
2028-05-06 22:02:00,4.56,HW
2028-05-07 04:36:00,0.52,LW
2028-05-07 10:48:00,4.62,HW
2028-05-07 16:46:00,0.80,LW
2028-05-07 22:53:00,4.68,HW
2028-05-08 05:22:00,0.51,LW
2028-05-08 11:33:00,4.67,HW
2028-05-08 17:32:00,0.68,LW
2028-05-08 23:42:00,4.76,HW
2028-05-09 06:04:00,0.54,LW
2028-05-09 12:14:00,4.69,HW
2028-05-09 18:18:00,0.61,LW
2028-05-10 00:30:00,4.80,HW
2028-05-10 06:45:00,0.62,LW
2028-05-10 12:54:00,4.69,HW
2028-05-10 19:04:00,0.58,LW
2028-05-11 01:17:00,4.77,HW
2028-05-11 07:25:00,0.74,LW
2028-05-11 13:32:00,4.65,HW
2028-05-11 19:48:00,0.62,LW
2028-05-12 02:01:00,4.67,HW
2028-05-12 08:02:00,0.90,LW
2028-05-12 14:09:00,4.56,HW
2028-05-12 20:30:00,0.72,LW
2028-05-13 02:43:00,4.52,HW
2028-05-13 08:38:00,1.07,LW
2028-05-13 14:46:00,4.44,HW
2028-05-13 21:10:00,0.83,LW
2028-05-14 03:25:00,4.34,HW
2028-05-14 09:15:00,1.23,LW
2028-05-14 15:25:00,4.30,HW
2028-05-14 21:53:00,0.95,LW
2028-05-15 04:10:00,4.14,HW
2028-05-15 10:00:00,1.39,LW
2028-05-15 16:10:00,4.13,HW
2028-05-15 22:44:00,1.08,LW
2028-05-16 05:03:00,3.96,HW
2028-05-16 10:54:00,1.55,LW
2028-05-16 17:04:00,3.97,HW
2028-05-16 23:49:00,1.18,LW
2028-05-17 06:11:00,3.84,HW
2028-05-17 12:02:00,1.66,LW
2028-05-17 18:18:00,3.86,HW
2028-05-18 01:00:00,1.21,LW
2028-05-18 07:24:00,3.86,HW
2028-05-18 13:25:00,1.64,LW
2028-05-18 19:33:00,3.89,HW
2028-05-19 02:05:00,1.16,LW
2028-05-19 08:24:00,3.98,HW
2028-05-19 14:31:00,1.50,LW
2028-05-19 20:31:00,4.02,HW
2028-05-20 02:59:00,1.06,LW
2028-05-20 09:15:00,4.13,HW
2028-05-20 15:22:00,1.33,LW
2028-05-20 21:21:00,4.16,HW
2028-05-21 03:45:00,0.98,LW
2028-05-21 09:59:00,4.28,HW
2028-05-21 16:06:00,1.16,LW
2028-05-21 22:05:00,4.29,HW
2028-05-22 04:27:00,0.91,LW
2028-05-22 10:38:00,4.39,HW
2028-05-22 16:47:00,1.02,LW
2028-05-22 22:45:00,4.40,HW
2028-05-23 05:06:00,0.87,LW
2028-05-23 11:14:00,4.48,HW
2028-05-23 17:27:00,0.91,LW
2028-05-23 23:25:00,4.49,HW
2028-05-24 05:44:00,0.84,LW
2028-05-24 11:50:00,4.56,HW
2028-05-24 18:07:00,0.81,LW
2028-05-25 00:05:00,4.56,HW
2028-05-25 06:21:00,0.81,LW
2028-05-25 12:28:00,4.61,HW
2028-05-25 18:47:00,0.72,LW
2028-05-26 00:49:00,4.61,HW
2028-05-26 07:00:00,0.79,LW
2028-05-26 13:07:00,4.63,HW
2028-05-26 19:29:00,0.66,LW
2028-05-27 01:34:00,4.62,HW
2028-05-27 07:39:00,0.82,LW
2028-05-27 13:48:00,4.61,HW
2028-05-27 20:13:00,0.64,LW
2028-05-28 02:22:00,4.59,HW
2028-05-28 08:21:00,0.88,LW
2028-05-28 14:31:00,4.56,HW
2028-05-28 20:59:00,0.65,LW
2028-05-29 03:12:00,4.53,HW
2028-05-29 09:07:00,0.99,LW
2028-05-29 15:18:00,4.48,HW
2028-05-29 21:50:00,0.69,LW
2028-05-30 04:04:00,4.43,HW
2028-05-30 09:58:00,1.11,LW
2028-05-30 16:10:00,4.40,HW
2028-05-30 22:49:00,0.73,LW
2028-05-31 05:03:00,4.34,HW
2028-05-31 10:57:00,1.23,LW
2028-05-31 17:10:00,4.32,HW
2028-05-31 23:57:00,0.77,LW
2028-06-01 06:10:00,4.28,HW
2028-06-01 12:06:00,1.30,LW
2028-06-01 18:21:00,4.29,HW
2028-06-02 01:09:00,0.77,LW
2028-06-02 07:20:00,4.29,HW
2028-06-02 13:24:00,1.29,LW
2028-06-02 19:32:00,4.32,HW
2028-06-03 02:16:00,0.75,LW
2028-06-03 08:27:00,4.33,HW
2028-06-03 14:32:00,1.20,LW
2028-06-03 20:36:00,4.39,HW
2028-06-04 03:16:00,0.75,LW
2028-06-04 09:28:00,4.39,HW
2028-06-04 15:31:00,1.08,LW
2028-06-04 21:37:00,4.45,HW
2028-06-05 04:10:00,0.78,LW
2028-06-05 10:22:00,4.45,HW
2028-06-05 16:25:00,0.95,LW
2028-06-05 22:35:00,4.52,HW
2028-06-06 04:58:00,0.81,LW
2028-06-06 11:10:00,4.51,HW
2028-06-06 17:16:00,0.83,LW
2028-06-06 23:29:00,4.58,HW
2028-06-07 05:43:00,0.84,LW
2028-06-07 11:53:00,4.56,HW
2028-06-07 18:06:00,0.72,LW
2028-06-08 00:18:00,4.62,HW
2028-06-08 06:25:00,0.87,LW
2028-06-08 12:32:00,4.60,HW
2028-06-08 18:53:00,0.66,LW
2028-06-09 01:03:00,4.62,HW
2028-06-09 07:05:00,0.92,LW
2028-06-09 13:10:00,4.60,HW
2028-06-09 19:38:00,0.66,LW
2028-06-10 01:45:00,4.57,HW
2028-06-10 07:44:00,0.99,LW
2028-06-10 13:48:00,4.58,HW
2028-06-10 20:20:00,0.70,LW
2028-06-11 02:25:00,4.49,HW
2028-06-11 08:20:00,1.08,LW
2028-06-11 14:25:00,4.53,HW
2028-06-11 20:58:00,0.77,LW
2028-06-12 03:04:00,4.38,HW
2028-06-12 08:55:00,1.16,LW
2028-06-12 15:03:00,4.45,HW
2028-06-12 21:34:00,0.84,LW
2028-06-13 03:44:00,4.26,HW
2028-06-13 09:33:00,1.25,LW
2028-06-13 15:42:00,4.35,HW
2028-06-13 22:14:00,0.92,LW
2028-06-14 04:25:00,4.13,HW
2028-06-14 10:15:00,1.36,LW
2028-06-14 16:24:00,4.23,HW
2028-06-14 22:59:00,1.02,LW
2028-06-15 05:12:00,4.00,HW
2028-06-15 11:03:00,1.48,LW
2028-06-15 17:12:00,4.09,HW
2028-06-15 23:52:00,1.13,LW
2028-06-16 06:08:00,3.91,HW
2028-06-16 12:00:00,1.57,LW
2028-06-16 18:10:00,3.99,HW
2028-06-17 00:53:00,1.19,LW
2028-06-17 07:14:00,3.91,HW
2028-06-17 13:11:00,1.58,LW
2028-06-17 19:21:00,3.97,HW
2028-06-18 01:57:00,1.19,LW
2028-06-18 08:17:00,4.00,HW
2028-06-18 14:23:00,1.47,LW
2028-06-18 20:26:00,4.04,HW
2028-06-19 02:54:00,1.14,LW
2028-06-19 09:11:00,4.14,HW
2028-06-19 15:22:00,1.30,LW
2028-06-19 21:22:00,4.16,HW
2028-06-20 03:47:00,1.07,LW
2028-06-20 09:59:00,4.28,HW
2028-06-20 16:15:00,1.13,LW
2028-06-20 22:12:00,4.29,HW
2028-06-21 04:36:00,1.00,LW
2028-06-21 10:44:00,4.40,HW
2028-06-21 17:04:00,0.97,LW
2028-06-21 23:00:00,4.41,HW
2028-06-22 05:21:00,0.94,LW
2028-06-22 11:26:00,4.51,HW
2028-06-22 17:51:00,0.82,LW
2028-06-22 23:48:00,4.53,HW
2028-06-23 06:05:00,0.88,LW
2028-06-23 12:09:00,4.61,HW
2028-06-23 18:37:00,0.68,LW
2028-06-24 00:37:00,4.64,HW
2028-06-24 06:48:00,0.82,LW
2028-06-24 12:52:00,4.70,HW
2028-06-24 19:24:00,0.55,LW
2028-06-25 01:27:00,4.72,HW
2028-06-25 07:31:00,0.79,LW
2028-06-25 13:37:00,4.75,HW
2028-06-25 20:10:00,0.46,LW
2028-06-26 02:18:00,4.75,HW
2028-06-26 08:15:00,0.81,LW
2028-06-26 14:22:00,4.75,HW
2028-06-26 20:58:00,0.44,LW
2028-06-27 03:08:00,4.71,HW
2028-06-27 08:59:00,0.88,LW
2028-06-27 15:08:00,4.71,HW
2028-06-27 21:47:00,0.47,LW
2028-06-28 03:57:00,4.61,HW
2028-06-28 09:46:00,0.98,LW
2028-06-28 15:57:00,4.65,HW
2028-06-28 22:38:00,0.55,LW
2028-06-29 04:49:00,4.49,HW
2028-06-29 10:35:00,1.10,LW
2028-06-29 16:50:00,4.56,HW
2028-06-29 23:34:00,0.66,LW
2028-06-30 05:46:00,4.36,HW
2028-06-30 11:32:00,1.22,LW
2028-06-30 17:51:00,4.45,HW
2028-07-01 00:38:00,0.80,LW
2028-07-01 06:49:00,4.26,HW
2028-07-01 12:45:00,1.31,LW
2028-07-01 19:00:00,4.35,HW
2028-07-02 01:44:00,0.92,LW
2028-07-02 07:55:00,4.21,HW
2028-07-02 14:01:00,1.31,LW
2028-07-02 20:10:00,4.29,HW
2028-07-03 02:47:00,1.02,LW
2028-07-03 09:00:00,4.23,HW
2028-07-03 15:10:00,1.22,LW
2028-07-03 21:20:00,4.29,HW
2028-07-04 03:47:00,1.08,LW
2028-07-04 10:02:00,4.30,HW
2028-07-04 16:14:00,1.08,LW
2028-07-04 22:28:00,4.35,HW
2028-07-05 04:42:00,1.09,LW
2028-07-05 10:55:00,4.39,HW
2028-07-05 17:12:00,0.92,LW
2028-07-05 23:24:00,4.44,HW
2028-07-06 05:29:00,1.07,LW
2028-07-06 11:40:00,4.48,HW
2028-07-06 18:02:00,0.78,LW
2028-07-07 00:11:00,4.50,HW
2028-07-07 06:10:00,1.03,LW
2028-07-07 12:17:00,4.55,HW
2028-07-07 18:46:00,0.69,LW
2028-07-08 00:51:00,4.53,HW
2028-07-08 06:49:00,1.00,LW
2028-07-08 12:51:00,4.61,HW
2028-07-08 19:26:00,0.65,LW
2028-07-09 01:27:00,4.53,HW
2028-07-09 07:25:00,0.99,LW
2028-07-09 13:26:00,4.65,HW
2028-07-09 20:03:00,0.66,LW
2028-07-10 02:02:00,4.52,HW
2028-07-10 07:59:00,1.00,LW
2028-07-10 14:02:00,4.66,HW
2028-07-10 20:36:00,0.69,LW
2028-07-11 02:38:00,4.48,HW
2028-07-11 08:31:00,1.03,LW
2028-07-11 14:38:00,4.63,HW
2028-07-11 21:07:00,0.73,LW
2028-07-12 03:13:00,4.41,HW
2028-07-12 09:03:00,1.08,LW
2028-07-12 15:13:00,4.56,HW
2028-07-12 21:39:00,0.81,LW
2028-07-13 03:48:00,4.31,HW
2028-07-13 09:38:00,1.17,LW
2028-07-13 15:47:00,4.45,HW
2028-07-13 22:13:00,0.91,LW
2028-07-14 04:24:00,4.18,HW
2028-07-14 10:17:00,1.29,LW
2028-07-14 16:25:00,4.31,HW
2028-07-14 22:53:00,1.05,LW
2028-07-15 05:04:00,4.06,HW
2028-07-15 11:01:00,1.42,LW
2028-07-15 17:11:00,4.16,HW
2028-07-15 23:42:00,1.19,LW
2028-07-16 05:53:00,3.96,HW
2028-07-16 11:57:00,1.52,LW
2028-07-16 18:08:00,4.03,HW
2028-07-17 00:47:00,1.30,LW
2028-07-17 06:59:00,3.92,HW
2028-07-17 13:15:00,1.55,LW
2028-07-17 19:22:00,3.97,HW
2028-07-18 02:02:00,1.32,LW
2028-07-18 08:19:00,3.99,HW
2028-07-18 14:39:00,1.42,LW
2028-07-18 20:40:00,4.05,HW
2028-07-19 03:11:00,1.24,LW
2028-07-19 09:24:00,4.16,HW
2028-07-19 15:47:00,1.20,LW
2028-07-19 21:45:00,4.21,HW
2028-07-20 04:11:00,1.12,LW
2028-07-20 10:19:00,4.35,HW
2028-07-20 16:45:00,0.97,LW
2028-07-20 22:43:00,4.40,HW
2028-07-21 05:04:00,1.00,LW
2028-07-21 11:07:00,4.52,HW
2028-07-21 17:38:00,0.75,LW
2028-07-21 23:36:00,4.58,HW
2028-07-22 05:52:00,0.89,LW
2028-07-22 11:52:00,4.67,HW
2028-07-22 18:27:00,0.55,LW
2028-07-23 00:28:00,4.74,HW
2028-07-23 06:36:00,0.79,LW
2028-07-23 12:36:00,4.80,HW
2028-07-23 19:14:00,0.39,LW
2028-07-24 01:18:00,4.85,HW
2028-07-24 07:19:00,0.72,LW
2028-07-24 13:21:00,4.90,HW
2028-07-24 20:00:00,0.28,LW
2028-07-25 02:07:00,4.89,HW
2028-07-25 08:01:00,0.71,LW
2028-07-25 14:07:00,4.94,HW
2028-07-25 20:45:00,0.27,LW
2028-07-26 02:54:00,4.85,HW
2028-07-26 08:43:00,0.76,LW
2028-07-26 14:51:00,4.92,HW
2028-07-26 21:29:00,0.35,LW
2028-07-27 03:39:00,4.72,HW
2028-07-27 09:25:00,0.87,LW
2028-07-27 15:36:00,4.83,HW
2028-07-27 22:13:00,0.51,LW
2028-07-28 04:24:00,4.55,HW
2028-07-28 10:08:00,1.01,LW
2028-07-28 16:24:00,4.69,HW
2028-07-28 23:01:00,0.72,LW
2028-07-29 05:12:00,4.36,HW
2028-07-29 10:59:00,1.17,LW
2028-07-29 17:21:00,4.49,HW
2028-07-29 23:59:00,0.97,LW
2028-07-30 06:11:00,4.19,HW
2028-07-30 12:08:00,1.35,LW
2028-07-30 18:31:00,4.28,HW
2028-07-31 01:09:00,1.20,LW
2028-07-31 07:22:00,4.07,HW
2028-07-31 13:36:00,1.41,LW
2028-07-31 19:50:00,4.14,HW
2028-08-01 02:21:00,1.32,LW
2028-08-01 08:36:00,4.08,HW
2028-08-01 14:57:00,1.32,LW
2028-08-01 21:12:00,4.15,HW
2028-08-02 03:32:00,1.34,LW
2028-08-02 09:46:00,4.19,HW
2028-08-02 16:13:00,1.12,LW
2028-08-02 22:25:00,4.28,HW
2028-08-03 04:33:00,1.27,LW
2028-08-03 10:44:00,4.34,HW
2028-08-03 17:12:00,0.91,LW
2028-08-03 23:21:00,4.41,HW
2028-08-04 05:19:00,1.18,LW
2028-08-04 11:28:00,4.47,HW
2028-08-04 17:57:00,0.76,LW
2028-08-05 00:03:00,4.48,HW
2028-08-05 05:56:00,1.09,LW
2028-08-05 12:01:00,4.56,HW
2028-08-05 18:33:00,0.68,LW
2028-08-06 00:37:00,4.53,HW
2028-08-06 06:29:00,1.00,LW
2028-08-06 12:30:00,4.65,HW
2028-08-06 19:06:00,0.64,LW
2028-08-07 01:05:00,4.56,HW
2028-08-07 07:02:00,0.94,LW
2028-08-07 13:01:00,4.73,HW
2028-08-07 19:37:00,0.63,LW
2028-08-08 01:35:00,4.60,HW
2028-08-08 07:33:00,0.91,LW
2028-08-08 13:35:00,4.78,HW
2028-08-08 20:06:00,0.64,LW
2028-08-09 02:08:00,4.60,HW
2028-08-09 08:04:00,0.92,LW
2028-08-09 14:09:00,4.76,HW
2028-08-09 20:34:00,0.68,LW
2028-08-10 02:41:00,4.55,HW
2028-08-10 08:33:00,0.97,LW
2028-08-10 14:42:00,4.68,HW
2028-08-10 21:02:00,0.77,LW
2028-08-11 03:12:00,4.44,HW
2028-08-11 09:04:00,1.05,LW
2028-08-11 15:12:00,4.56,HW
2028-08-11 21:32:00,0.89,LW
2028-08-12 03:42:00,4.31,HW
2028-08-12 09:38:00,1.16,LW
2028-08-12 15:44:00,4.42,HW
2028-08-12 22:05:00,1.04,LW
2028-08-13 04:15:00,4.19,HW
2028-08-13 10:17:00,1.29,LW
2028-08-13 16:25:00,4.27,HW
2028-08-13 22:47:00,1.21,LW
2028-08-14 04:59:00,4.06,HW
2028-08-14 11:07:00,1.43,LW
2028-08-14 17:20:00,4.09,HW
2028-08-14 23:46:00,1.38,LW
2028-08-15 06:00:00,3.93,HW
2028-08-15 12:20:00,1.54,LW
2028-08-15 18:34:00,3.95,HW
2028-08-16 01:11:00,1.48,LW
2028-08-16 07:28:00,3.90,HW
2028-08-16 14:02:00,1.47,LW
2028-08-16 20:07:00,3.98,HW
2028-08-17 02:40:00,1.40,LW
2028-08-17 08:53:00,4.08,HW
2028-08-17 15:23:00,1.20,LW
2028-08-17 21:25:00,4.21,HW
2028-08-18 03:50:00,1.21,LW
2028-08-18 09:56:00,4.34,HW
2028-08-18 16:27:00,0.89,LW
2028-08-18 22:29:00,4.47,HW
2028-08-19 04:47:00,1.01,LW
2028-08-19 10:48:00,4.57,HW
2028-08-19 17:22:00,0.62,LW
2028-08-19 23:24:00,4.70,HW
2028-08-20 05:34:00,0.85,LW
2028-08-20 11:33:00,4.76,HW
2028-08-20 18:10:00,0.41,LW
2028-08-21 00:14:00,4.86,HW
2028-08-21 06:18:00,0.74,LW
2028-08-21 12:16:00,4.91,HW
2028-08-21 18:56:00,0.27,LW
2028-08-22 01:01:00,4.96,HW
2028-08-22 07:00:00,0.66,LW
2028-08-22 13:00:00,5.02,HW
2028-08-22 19:39:00,0.20,LW
2028-08-23 01:47:00,4.97,HW
2028-08-23 07:41:00,0.65,LW
2028-08-23 13:45:00,5.06,HW
2028-08-23 20:22:00,0.25,LW
2028-08-24 02:31:00,4.90,HW
2028-08-24 08:21:00,0.70,LW
2028-08-24 14:30:00,5.02,HW
2028-08-24 21:02:00,0.39,LW
2028-08-25 03:13:00,4.75,HW
2028-08-25 09:01:00,0.81,LW
2028-08-25 15:13:00,4.90,HW
2028-08-25 21:42:00,0.63,LW
2028-08-26 03:52:00,4.56,HW
2028-08-26 09:42:00,0.97,LW
2028-08-26 16:00:00,4.70,HW
2028-08-26 22:24:00,0.91,LW
2028-08-27 04:34:00,4.34,HW
2028-08-27 10:31:00,1.16,LW
2028-08-27 16:55:00,4.43,HW
2028-08-27 23:19:00,1.22,LW
2028-08-28 05:31:00,4.12,HW
2028-08-28 11:40:00,1.37,LW
2028-08-28 18:08:00,4.15,HW
2028-08-29 00:35:00,1.49,LW
2028-08-29 06:50:00,3.96,HW
2028-08-29 13:16:00,1.46,LW
2028-08-29 19:35:00,4.01,HW
2028-08-30 01:58:00,1.60,LW
2028-08-30 08:12:00,3.98,HW
2028-08-30 14:47:00,1.33,LW
2028-08-30 21:05:00,4.09,HW
2028-08-31 03:18:00,1.51,LW
2028-08-31 09:26:00,4.14,HW
2028-08-31 16:05:00,1.08,LW
2028-08-31 22:15:00,4.29,HW
2028-09-01 04:19:00,1.35,LW
2028-09-01 10:25:00,4.34,HW
2028-09-01 16:59:00,0.87,LW
2028-09-01 23:06:00,4.45,HW
2028-09-02 05:02:00,1.21,LW
2028-09-02 11:07:00,4.49,HW
2028-09-02 17:38:00,0.75,LW
2028-09-02 23:45:00,4.53,HW
2028-09-03 05:35:00,1.09,LW
2028-09-03 11:38:00,4.60,HW
2028-09-03 18:10:00,0.69,LW
2028-09-04 00:14:00,4.57,HW
2028-09-04 06:05:00,0.99,LW
2028-09-04 12:04:00,4.70,HW
2028-09-04 18:38:00,0.66,LW
2028-09-05 00:37:00,4.63,HW
2028-09-05 06:36:00,0.91,LW
2028-09-05 12:33:00,4.79,HW
2028-09-05 19:05:00,0.65,LW
2028-09-06 01:04:00,4.69,HW
2028-09-06 07:06:00,0.87,LW
2028-09-06 13:06:00,4.84,HW
2028-09-06 19:32:00,0.66,LW
2028-09-07 01:35:00,4.70,HW
2028-09-07 07:35:00,0.86,LW
2028-09-07 13:39:00,4.81,HW
2028-09-07 20:00:00,0.71,LW
2028-09-08 02:07:00,4.65,HW
2028-09-08 08:05:00,0.91,LW
2028-09-08 14:11:00,4.72,HW
2028-09-08 20:27:00,0.81,LW
2028-09-09 02:36:00,4.53,HW
2028-09-09 08:36:00,0.99,LW
2028-09-09 14:38:00,4.59,HW
2028-09-09 20:56:00,0.94,LW
2028-09-10 03:01:00,4.40,HW
2028-09-10 09:07:00,1.10,LW
2028-09-10 15:07:00,4.46,HW
2028-09-10 21:28:00,1.08,LW
2028-09-11 03:31:00,4.28,HW
2028-09-11 09:45:00,1.21,LW
2028-09-11 15:47:00,4.30,HW
2028-09-11 22:08:00,1.26,LW
2028-09-12 04:16:00,4.13,HW
2028-09-12 10:35:00,1.35,LW
2028-09-12 16:46:00,4.11,HW
2028-09-12 23:06:00,1.45,LW
2028-09-13 05:21:00,3.97,HW
2028-09-13 11:48:00,1.48,LW
2028-09-13 18:06:00,3.96,HW
2028-09-14 00:33:00,1.59,LW
2028-09-14 06:50:00,3.89,HW
2028-09-14 13:35:00,1.42,LW
2028-09-14 19:44:00,4.01,HW
2028-09-15 02:14:00,1.50,LW
2028-09-15 08:24:00,4.07,HW
2028-09-15 15:00:00,1.13,LW
2028-09-15 21:07:00,4.28,HW
2028-09-16 03:28:00,1.25,LW
2028-09-16 09:32:00,4.37,HW
2028-09-16 16:06:00,0.79,LW
2028-09-16 22:13:00,4.58,HW
2028-09-17 04:25:00,1.01,LW
2028-09-17 10:24:00,4.64,HW
2028-09-17 17:00:00,0.52,LW
2028-09-17 23:06:00,4.80,HW
2028-09-18 05:11:00,0.83,LW
2028-09-18 11:10:00,4.84,HW
2028-09-18 17:47:00,0.35,LW
2028-09-18 23:53:00,4.93,HW
2028-09-19 05:54:00,0.71,LW
2028-09-19 11:52:00,4.99,HW
2028-09-19 18:31:00,0.26,LW
2028-09-20 00:37:00,4.98,HW
2028-09-20 06:36:00,0.64,LW
2028-09-20 12:36:00,5.08,HW
2028-09-20 19:14:00,0.27,LW
2028-09-21 01:21:00,4.97,HW
2028-09-21 07:18:00,0.63,LW
2028-09-21 13:22:00,5.09,HW
2028-09-21 19:55:00,0.37,LW
2028-09-22 02:03:00,4.89,HW
2028-09-22 07:59:00,0.68,LW
2028-09-22 14:09:00,5.02,HW
2028-09-22 20:33:00,0.57,LW
2028-09-23 02:41:00,4.74,HW
2028-09-23 08:40:00,0.80,LW
2028-09-23 14:54:00,4.86,HW
2028-09-23 21:10:00,0.83,LW
2028-09-24 03:18:00,4.56,HW
2028-09-24 09:21:00,0.96,LW
2028-09-24 15:40:00,4.62,HW
2028-09-24 21:50:00,1.13,LW
2028-09-25 03:59:00,4.34,HW
2028-09-25 10:09:00,1.15,LW
2028-09-25 16:35:00,4.33,HW
2028-09-25 22:42:00,1.44,LW
2028-09-26 04:53:00,4.10,HW
2028-09-26 11:20:00,1.36,LW
2028-09-26 17:46:00,4.05,HW
2028-09-26 23:59:00,1.70,LW
2028-09-27 06:15:00,3.91,HW
2028-09-27 12:53:00,1.44,LW
2028-09-27 19:15:00,3.94,HW
2028-09-28 01:29:00,1.77,LW
2028-09-28 07:41:00,3.92,HW
2028-09-28 14:22:00,1.32,LW
2028-09-28 20:41:00,4.06,HW
2028-09-29 02:49:00,1.63,LW
2028-09-29 08:53:00,4.10,HW
2028-09-29 15:36:00,1.10,LW
2028-09-29 21:48:00,4.28,HW
2028-09-30 03:49:00,1.42,LW
2028-09-30 09:50:00,4.31,HW
2028-09-30 16:27:00,0.92,LW
2028-09-30 22:36:00,4.45,HW
2028-10-01 04:32:00,1.24,LW
2028-10-01 10:33:00,4.47,HW
2028-10-01 17:05:00,0.82,LW
2028-10-01 23:13:00,4.54,HW
2028-10-02 05:06:00,1.11,LW
2028-10-02 11:05:00,4.59,HW
2028-10-02 17:36:00,0.77,LW
2028-10-02 23:40:00,4.60,HW
2028-10-03 05:37:00,1.01,LW
2028-10-03 11:34:00,4.70,HW
2028-10-03 18:03:00,0.75,LW
2028-10-04 00:04:00,4.67,HW
2028-10-04 06:07:00,0.93,LW
2028-10-04 12:04:00,4.78,HW
2028-10-04 18:31:00,0.73,LW
2028-10-05 00:31:00,4.73,HW
2028-10-05 06:38:00,0.87,LW
2028-10-05 12:37:00,4.81,HW
2028-10-05 18:59:00,0.74,LW
2028-10-06 01:02:00,4.75,HW
2028-10-06 07:09:00,0.86,LW
2028-10-06 13:10:00,4.78,HW
2028-10-06 19:28:00,0.79,LW
2028-10-07 01:34:00,4.69,HW
2028-10-07 07:40:00,0.89,LW
2028-10-07 13:43:00,4.69,HW
2028-10-07 19:57:00,0.88,LW
2028-10-08 02:03:00,4.59,HW
2028-10-08 08:13:00,0.96,LW
2028-10-08 14:13:00,4.57,HW
2028-10-08 20:28:00,1.00,LW
2028-10-09 02:29:00,4.47,HW
2028-10-09 08:47:00,1.05,LW
